COD. UF;COD. MUNIC;POPULAÇÃO ESTIMADA;;;;;;
31;62948;8084;;;;;;
31;62955;27710;;;;;;
31;63003;3861;;;;;;
31;63102;4677;;;;;;
31;63201;4242;;;;;;
31;63300;3501;;;;;;
31;63409;5492;;;;;;
31;63508;6298;;;;;;
31;63607;2834;;;;;;
31;63706;46653;;;;;;
31;63805;6430;;;;;;
31;63904;4979;;;;;;
31;64001;7194;;;;;;
31;64100;5166;;;;;;
31;64209;10553;;;;;;
31;64308;7341;;;;;;
31;64407;6694;;;;;;
31;64431;3219;;;;;;
31;64472;6386;;;;;;
31;64506;10244;;;;;;
31;64605;9355;;;;;;
31;64704;74742;;;;;;
31;64803;1248;;;;;;
31;64902;2373;;;;;;
31;65008;11517;;;;;;
31;65107;6853;;;;;;
31;65206;7089;;;;;;
31;65305;6935;;;;;;
31;65404;6462;;;;;;
31;65503;5164;;;;;;
31;65537;39327;;;;;;
31;65552;10032;;;;;;
31;65560;2441;;;;;;
31;65578;6458;;;;;;
31;65602;2319;;;;;;
31;65701;7945;;;;;;
31;65800;2137;;;;;;
31;65909;4035;;;;;;
31;66006;5584;;;;;;
31;66105;3088;;;;;;
31;66204;10640;;;;;;
31;66303;7536;;;;;;
31;66402;1864;;;;;;
31;66501;3829;;;;;;
31;66600;854;;;;;;
31;66709;6936;;;;;;
31;66808;12210;;;;;;
31;66907;7802;;;;;;
31;66956;4496;;;;;;
31;67004;2035;;;;;;
31;67103;22550;;;;;;
31;67202;237931;;;;;;
31;67301;2391;;;;;;
31;67400;6336;;;;;;
31;67509;3060;;;;;;
31;67608;20339;;;;;;
31;67707;5175;;;;;;
31;67806;5733;;;;;;
31;67905;4098;;;;;;
31;68002;34392;;;;;;
31;68051;3492;;;;;;
31;68101;4212;;;;;;
31;68200;1707;;;;;;
31;68309;4368;;;;;;
31;68408;15072;;;;;;
31;68507;12634;;;;;;
31;68606;142571;;;;;;
31;68705;84087;;;;;;
31;68804;8008;;;;;;
31;68903;8172;;;;;;
31;69000;16574;;;;;;
31;69059;3899;;;;;;
31;69109;7541;;;;;;
31;69208;8699;;;;;;
31;69307;78079;;;;;;
31;69356;29927;;;;;;
31;69406;57086;;;;;;
31;69505;5973;;;;;;
31;69604;26482;;;;;;
31;69703;20650;;;;;;
31;69802;5078;;;;;;
31;69901;107222;;;;;;
31;70008;11977;;;;;;
31;70057;13423;;;;;;
31;70107;354142;;;;;;
31;70206;754954;;;;;;
31;70305;2742;;;;;;
31;70404;90724;;;;;;
31;70438;3848;;;;;;
31;70479;3360;;;;;;
31;70503;10875;;;;;;
31;70529;18291;;;;;;
31;70578;5834;;;;;;
31;70602;2206;;;;;;
31;70651;4727;;;;;;
31;70701;142802;;;;;;
31;70750;7243;;;;;;
31;70800;34639;;;;;;
31;70909;19214;;;;;;
31;71006;20433;;;;;;
31;71030;7770;;;;;;
31;71071;5257;;;;;;
31;71105;3480;;;;;;
31;71154;5034;;;;;;
31;71204;136826;;;;;;
31;71303;79221;;;;;;
31;71402;3780;;;;;;
31;71501;3069;;;;;;
31;71600;11867;;;;;;
31;71709;9142;;;;;;
31;71808;10519;;;;;;
31;71907;4530;;;;;;
31;72004;40608;;;;;;
31;72103;4473;;;;;;
31;72202;2387;;;;;;
32;00102;32446;;;;;;
32;00136;10124;;;;;;
32;00169;12559;;;;;;
32;00201;30744;;;;;;
32;00300;14373;;;;;;
32;00359;7747;;;;;;
32;00409;32584;;;;;;
32;00508;7474;;;;;;
32;00607;102410;;;;;;
32;00706;11013;;;;;;
32;00805;32694;;;;;;
32;00904;45250;;;;;;
32;01001;14079;;;;;;
32;01100;10764;;;;;;
32;01159;13642;;;;;;
32;01209;198323;;;;;;
32;01308;375485;;;;;;
32;01407;39396;;;;;;
32;01506;128622;;;;;;
32;01605;28953;;;;;;
32;01704;12448;;;;;;
32;01803;5359;;;;;;
32;01902;37972;;;;;;
32;02009;6885;;;;;;
32;02108;22670;;;;;;
32;02207;18824;;;;;;
32;02256;11467;;;;;;
32;02306;31290;;;;;;
32;02405;134944;;;;;;
32;02454;27308;;;;;;
32;02504;12261;;;;;;
32;02553;9973;;;;;;
32;02603;12793;;;;;;
32;02652;14513;;;;;;
32;02702;14065;;;;;;
32;02801;43362;;;;;;
32;02900;10984;;;;;;
32;03007;30444;;;;;;
32;03056;31232;;;;;;
32;03106;12079;;;;;;
32;03130;14391;;;;;;
32;03163;11572;;;;;;
32;03205;181912;;;;;;
32;03304;13173;;;;;;
32;03320;45418;;;;;;
32;03346;18743;;;;;;
32;03353;13014;;;;;;
32;03403;25179;;;;;;
32;03502;19752;;;;;;
32;03601;5660;;;;;;
32;03700;18811;;;;;;
32;03809;14213;;;;;;
32;03908;52084;;;;;;
32;04005;19270;;;;;;
32;04054;22048;;;;;;
32;04104;24825;;;;;;
32;04203;23682;;;;;;
32;04252;6696;;;;;;
32;04302;14647;;;;;;
32;04351;20229;;;;;;
32;04401;11479;;;;;;
32;04500;13747;;;;;;
32;04559;45062;;;;;;
32;04609;23796;;;;;;
32;04658;9008;;;;;;
32;04708;34210;;;;;;
32;04807;11373;;;;;;
32;04906;133359;;;;;;
32;04955;11271;;;;;;
32;05002;572274;;;;;;
32;05010;28453;;;;;;
32;05036;20353;;;;;;
32;05069;25168;;;;;;
32;05101;78442;;;;;;
32;05150;9298;;;;;;
32;05176;14263;;;;;;
32;05200;502899;;;;;;
32;05309;342800;;;;;;
33;00100;179120;;;;;;
33;00159;11420;;;;;;
33;00209;137773;;;;;;
33;00225;12236;;;;;;
33;00233;42442;;;;;;
33;00258;32794;;;;;;
33;00308;98501;;;;;;
33;00407;181688;;;;;;
33;00456;518263;;;;;;
33;00506;29736;;;;;;
33;00605;37172;;;;;;
33;00704;238166;;;;;;
33;00803;59837;;;;;;
33;00902;15070;;;;;;
33;00936;14325;;;;;;
33;00951;9044;;;;;;
33;01009;519011;;;;;;
33;01108;19996;;;;;;
33;01157;13403;;;;;;
33;01207;17740;;;;;;
33;01306;48563;;;;;;
33;01405;21769;;;;;;
33;01504;21444;;;;;;
33;01603;11354;;;;;;
33;01702;866347;;;;;;
33;01801;12648;;;;;;
33;01850;54300;;;;;;
33;01876;29577;;;;;;
33;01900;240040;;;;;;
33;02007;123980;;;;;;
33;02056;14517;;;;;;
33;02106;23643;;;;;;
33;02205;107246;;;;;;
33;02254;32694;;;;;;
33;02270;102149;;;;;;
33;02304;7584;;;;;;
33;02403;264138;;;;;;
33;02452;5601;;;;;;
33;02502;244092;;;;;;
33;02601;43624;;;;;;
33;02700;211986;;;;;;
33;02809;18049;;;;;;
33;02858;178803;;;;;;
33;02908;28123;;;;;;
33;03005;28411;;;;;;
33;03104;15550;;;;;;
33;03203;155544;;;;;;
33;03302;516720;;;;;;
33;03401;203328;;;;;;
33;03500;843046;;;;;;
33;03609;43656;;;;;;
33;03708;44467;;;;;;
33;03807;47614;;;;;;
33;03856;31345;;;;;;
33;03906;294983;;;;;;
33;03955;25085;;;;;;
33;04003;29054;;;;;;
33;04102;17832;;;;;;
33;04110;21064;;;;;;
33;04128;14158;;;;;;
33;04144;149093;;;;;;
33;04151;23126;;;;;;
33;04201;137612;;;;;;
33;04300;59113;;;;;;
33;04409;17950;;;;;;
33;04508;9264;;;;;;
33;04524;168099;;;;;;
33;04557;6729894;;;;;;
33;04607;10579;;;;;;
33;04706;43686;;;;;;
33;04755;47368;;;;;;
33;04805;41197;;;;;;
33;04904;960652;;;;;;
33;05000;38708;;;;;;
33;05109;466536;;;;;;
33;05133;7315;;;;;;
33;05158;22799;;;;;;
33;05208;110556;;;;;;
33;05307;7999;;;;;;
33;05406;18289;;;;;;
33;05505;95201;;;;;;
33;05554;84737;;;;;;
33;05604;22026;;;;;;
33;05703;15690;;;;;;
33;05752;32858;;;;;;
33;05802;176692;;;;;;
33;05901;10652;;;;;;
33;06008;82300;;;;;;
33;06107;71462;;;;;;
33;06156;10559;;;;;;
33;06206;35904;;;;;;
33;06305;279898;;;;;;
35;00105;35642;;;;;;
35;00204;4478;;;;;;
35;00303;32888;;;;;;
35;00402;7470;;;;;;
35;00501;18245;;;;;;
35;00550;7407;;;;;;
35;00600;2829;;;;;;
35;00709;38879;;;;;;
35;00758;6330;;;;;;
35;00808;4556;;;;;;
35;00907;3479;;;;;;
35;01004;17156;;;;;;
35;01103;3883;;;;;;
35;01152;17591;;;;;;
35;01202;3978;;;;;;
35;01301;28250;;;;;;
35;01400;4896;;;;;;
35;01509;2923;;;;;;
35;01608;246655;;;;;;
35;01707;33757;;;;;;
35;01806;5975;;;;;;
35;01905;69717;;;;;;
35;02002;4684;;;;;;
35;02101;61473;;;;;;
35;02200;24512;;;;;;
35;02309;5766;;;;;;
35;02408;4108;;;;;;
35;02507;33223;;;;;;
35;02606;4124;;;;;;
35;02705;24886;;;;;;
35;02754;22168;;;;;;
35;02804;207775;;;;;;
35;02903;33656;;;;;;
35;03000;5526;;;;;;
35;03109;7050;;;;;;
35;03158;2355;;;;;;
35;03208;252318;;;;;;
35;03307;135331;;;;;;
35;03356;2085;;;;;;
35;03406;8280;;;;;;
35;03505;3625;;;;;;
35;03604;10257;;;;;;
35;03703;7653;;;;;;
35;03802;53157;;;;;;
35;03901;89943;;;;;;
35;03950;1873;;;;;;
35;04008;104642;;;;;;
35;04107;166043;;;;;;
35;04206;13873;;;;;;
35;04305;4519;;;;;;
35;04404;11438;;;;;;
35;04503;96098;;;;;;
35;04602;28909;;;;;;
35;04701;3963;;;;;;
35;04800;9854;;;;;;
35;04909;10109;;;;;;
35;05005;3618;;;;;;
35;05104;5659;;;;;;
35;05203;32405;;;;;;
35;05302;35159;;;;;;
35;05351;5256;;;;;;
35;05401;6922;;;;;;
35;05500;126600;;;;;;
35;05609;33181;;;;;;
35;05708;330339;;;;;;
35;05807;21900;;;;;;
35;05906;59873;;;;;;
35;06003;391740;;;;;;
35;06102;78210;;;;;;
35;06201;2642;;;;;;
35;06300;11852;;;;;;
35;06359;66873;;;;;;
35;06409;7455;;;;;;
35;06508;122988;;;;;;
35;06607;30526;;;;;;
35;06706;13135;;;;;;
35;06805;11467;;;;;;
35;06904;10688;;;;;;
35;07001;63415;;;;;;
35;07100;22501;;;;;;
35;07159;3610;;;;;;
35;07209;928;;;;;;
35;07308;4823;;;;;;
35;07407;14415;;;;;;
35;07456;2787;;;;;;
35;07506;150442;;;;;;
35;07605;184634;;;;;;
35;07704;5466;;;;;;
35;07753;2605;;;;;;
35;07803;26167;;;;;;
35;07902;24423;;;;;;
35;08009;20674;;;;;;
35;08108;17597;;;;;;
35;08207;4447;;;;;;
35;08306;4362;;;;;;
35;08405;48473;;;;;;
35;08504;99678;;;;;;
35;08603;32482;;;;;;
35;08702;17266;;;;;;
35;08801;16905;;;;;;
35;08900;3745;;;;;;
35;09007;98257;;;;;;
35;09106;5585;;;;;;
35;09205;97363;;;;;;
35;09254;29257;;;;;;
35;09304;9232;;;;;;
35;09403;24217;;;;;;
35;09452;6077;;;;;;
35;09502;1185977;;;;;;
35;09601;79663;;;;;;
35;09700;47983;;;;;;
35;09809;4991;;;;;;
35;09908;12489;;;;;;
35;09957;5049;;;;;;
35;10005;30172;;;;;;
35;10104;2951;;;;;;
35;10153;6524;;;;;;
35;10203;47403;;;;;;
35;10302;23597;;;;;;
35;10401;51318;;;;;;
35;10500;141084;;;;;;
35;10609;398462;;;;;;
35;10708;11491;;;;;;
35;10807;28786;;;;;;
35;10906;2855;;;;;;
35;11003;20418;;;;;;
35;11102;119172;;;;;;
35;11201;7105;;;;;;
35;11300;13160;;;;;;
35;11409;22076;;;;;;
35;11508;46217;;;;;;
35;11607;19588;;;;;;
35;11706;15798;;;;;;
35;11904;7087;;;;;;
35;12001;18842;;;;;;
35;12100;6781;;;;;;
35;12209;29034;;;;;;
35;12308;15381;;;;;;
35;12407;25130;;;;;;
35;12506;5498;;;;;;
35;12605;4295;;;;;;
35;12704;4285;;;;;;
35;12803;61204;;;;;;
35;12902;8968;;;;;;
35;13009;287004;;;;;;
35;13108;34252;;;;;;
35;13207;9543;;;;;;
35;13306;2129;;;;;;
35;13405;76513;;;;;;
35;13504;115082;;;;;;
35;13603;22456;;;;;;
35;13702;32622;;;;;;
35;13801;404118;;;;;;
35;13850;1641;;;;;;
35;13900;11314;;;;;;
35;14007;8958;;;;;;
35;14106;24855;;;;;;
35;14205;2250;;;;;;
35;14304;8186;;;;;;
35;14403;46664;;;;;;
35;14502;12529;;;;;;
35;14601;9719;;;;;;
35;14700;6295;;;;;;
35;14809;13162;;;;;;
35;14908;18103;;;;;;
35;14924;3189;;;;;;
35;14957;2353;;;;;;
35;15004;259323;;;;;;
35;15103;68805;;;;;;
35;15129;3062;;;;;;
35;15152;20139;;;;;;
35;15186;40681;;;;;;
35;15194;4217;;;;;;
35;15202;9655;;;;;;
35;15301;2749;;;;;;
35;15350;7928;;;;;;
35;15400;16984;;;;;;
35;15509;73286;;;;;;
35;15608;6066;;;;;;
35;15657;1689;;;;;;
35;15707;185622;;;;;;
35;15806;1492;;;;;;
35;15905;2756;;;;;;
35;16002;13171;;;;;;
35;16101;3987;;;;;;
35;16200;364331;;;;;;
35;16309;171107;;;;;;
35;16408;149786;;;;;;
35;16507;2811;;;;;;
35;16606;6435;;;;;;
35;16705;43115;;;;;;
35;16804;3235;;;;;;
35;16853;4797;;;;;;
35;16903;10449;;;;;;
35;17000;10355;;;;;;
35;17109;4173;;;;;;
35;17208;11459;;;;;;
35;17307;5606;;;;;;
35;17406;40424;;;;;;
35;17505;22316;;;;;;
35;17604;17256;;;;;;
35;17703;18790;;;;;;
35;17802;7486;;;;;;
35;17901;10542;;;;;;
35;18008;1999;;;;;;
35;18107;6531;;;;;;
35;18206;31872;;;;;;
35;18305;32436;;;;;;
35;18404;121710;;;;;;
35;18503;15268;;;;;;
35;18602;38609;;;;;;
35;18701;294973;;;;;;
35;18800;1345364;;;;;;
35;18859;7462;;;;;;
35;18909;4276;;;;;;
35;19006;9302;;;;;;
35;19055;15596;;;;;;
35;19071;247331;;;;;;
35;19105;10633;;;;;;
35;19204;6207;;;;;;
35;19253;8257;;;;;;
35;19303;33110;;;;;;
35;19402;11934;;;;;;
35;19501;6461;;;;;;
35;19600;61908;;;;;;
35;19709;77651;;;;;;
35;19808;7969;;;;;;
35;19907;7739;;;;;;
35;20004;23430;;;;;;
35;20103;26755;;;;;;
35;20202;10904;;;;;;
35;20301;29881;;;;;;
35;20400;36329;;;;;;
35;20426;13955;;;;;;
35;20442;26240;;;;;;
35;20509;267796;;;;;;
35;20608;5191;;;;;;
35;20707;4109;;;;;;
35;20806;3671;;;;;;
35;20905;13933;;;;;;
35;21002;37999;;;;;;
35;21101;6999;;;;;;
35;21150;7037;;;;;;
35;21200;4091;;;;;;
35;21309;14691;;;;;;
35;21408;22435;;;;;;
35;21507;6946;;;;;;
35;21606;7145;;;;;;
35;21705;18258;;;;;;
35;21804;25930;;;;;;
35;21903;17420;;;;;;
35;22000;3702;;;;;;
35;22109;117435;;;;;;
35;22158;3490;;;;;;
35;22208;163928;;;;;;
35;22307;163774;;;;;;
35;22406;92324;;;;;;
35;22505;241924;;;;;;
35;22604;73919;;;;;;
35;22653;4405;;;;;;
35;22703;40464;;;;;;
35;22802;14260;;;;;;
35;22901;13984;;;;;;
35;23008;4014;;;;;;
35;23107;382521;;;;;;
35;23206;45327;;;;;;
35;23305;15762;;;;;;
35;23404;126403;;;;;;
35;23503;19427;;;;;;
35;23602;16433;;;;;;
35;23701;5861;;;;;;
35;23800;8210;;;;;;
35;23909;174561;;;;;;
35;24006;74119;;;;;;
35;24105;38451;;;;;;
35;24204;6293;;;;;;
35;24303;73467;;;;;;
35;24402;249968;;;;;;
35;24501;7878;;;;;;
35;24600;16254;;;;;;
35;24709;61801;;;;;;
35;24808;50017;;;;;;
35;24907;6575;;;;;;
35;25003;121988;;;;;;
35;25102;46868;;;;;;
35;25201;39531;;;;;;
35;25300;137323;;;;;;
35;25409;3976;;;;;;
35;25508;13095;;;;;;
35;25607;4456;;;;;;
35;25706;37859;;;;;;
35;25805;4308;;;;;;
35;25854;3123;;;;;;
35;25904;460313;;;;;;
35;26001;20878;;;;;;
35;26100;17255;;;;;;
35;26209;28007;;;;;;
35;26308;5182;;;;;;
35;26407;27009;;;;;;
35;26506;9909;;;;;;
35;26605;7328;;;;;;
35;26704;101316;;;;;;
35;26803;68395;;;;;;
35;26902;300728;;;;;;
35;27009;7147;;;;;;
35;27108;76729;;;;;;
35;27207;87370;;;;;;
35;27256;1968;;;;;;
35;27306;54111;;;;;;
35;27405;20372;;;;;;
35;27504;2419;;;;;;
35;27603;12531;;;;;;
35;27702;4751;;;;;;
35;27801;4017;;;;;;
35;27900;2699;;;;;;
35;28007;17120;;;;;;
35;28106;7587;;;;;;
35;28205;4048;;;;;;
35;28304;3212;;;;;;
35;28403;51660;;;;;;
35;28502;97399;;;;;;
35;28601;10092;;;;;;
35;28700;4627;;;;;;
35;28809;12826;;;;;;
35;28858;3392;;;;;;
35;28908;3539;;;;;;
35;29005;246627;;;;;;
35;29104;1870;;;;;;
35;29203;25299;;;;;;
35;29302;80998;;;;;;
35;29401;429380;;;;;;
35;29500;6369;;;;;;
35;29609;4697;;;;;;
35;29658;1988;;;;;;
35;29708;19655;;;;;;
35;29807;11349;;;;;;
35;29906;18679;;;;;;
35;30003;3199;;;;;;
35;30102;28737;;;;;;
35;30201;16069;;;;;;
35;30300;65485;;;;;;
35;30409;4771;;;;;;
35;30508;69324;;;;;;
35;30607;468120;;;;;;
35;30706;159735;;;;;;
35;30805;95534;;;;;;
35;30904;3815;;;;;;
35;31001;1954;;;;;;
35;31100;64519;;;;;;
35;31209;8873;;;;;;
35;31308;48725;;;;;;
35;31407;22650;;;;;;
35;31506;18363;;;;;;
35;31605;4301;;;;;;
35;31704;4205;;;;;;
35;31803;67296;;;;;;
35;31902;28561;;;;;;
35;32009;14081;;;;;;
35;32058;4079;;;;;;
35;32108;3763;;;;;;
35;32157;2699;;;;;;
35;32207;5908;;;;;;
35;32306;7134;;;;;;
35;32405;18620;;;;;;
35;32504;9921;;;;;;
35;32603;9944;;;;;;
35;32702;4860;;;;;;
35;32801;6858;;;;;;
35;32827;8631;;;;;;
35;32843;2058;;;;;;
35;32868;1074;;;;;;
35;32900;9459;;;;;;
35;33007;19725;;;;;;
35;33106;2188;;;;;;
35;33205;4795;;;;;;
35;33254;4469;;;;;;
35;33304;2838;;;;;;
35;33403;64228;;;;;;
35;33502;39435;;;;;;
35;33601;7550;;;;;;
35;33700;4412;;;;;;
35;33809;2540;;;;;;
35;33908;56701;;;;;;
35;34005;4912;;;;;;
35;34104;6180;;;;;;
35;34203;6145;;;;;;
35;34302;39193;;;;;;
35;34401;756952;;;;;;
35;34500;2504;;;;;;
35;34609;32099;;;;;;
35;34708;106877;;;;;;
35;34757;10596;;;;;;
35;34807;7901;;;;;;
35;34906;15217;;;;;;
35;35002;11689;;;;;;
35;35101;9709;;;;;;
35;35200;8994;;;;;;
35;35309;19767;;;;;;
35;35408;15214;;;;;;
35;35507;42087;;;;;;
35;35606;17950;;;;;;
35;35705;6211;;;;;;
35;35804;19799;;;;;;
35;35903;4111;;;;;;
35;36000;10729;;;;;;
35;36109;7382;;;;;;
35;36208;19576;;;;;;
35;36257;3001;;;;;;
35;36307;14837;;;;;;
35;36406;8200;;;;;;
35;36505;115690;;;;;;
35;36570;2146;;;;;;
35;36604;7430;;;;;;
35;36703;46223;;;;;;
35;36802;6718;;;;;;
35;36901;2848;;;;;;
35;37008;15742;;;;;;
35;37107;44332;;;;;;
35;37156;2838;;;;;;
35;37206;11539;;;;;;
35;37305;63317;;;;;;
35;37404;24389;;;;;;
35;37503;8969;;;;;;
35;37602;70543;;;;;;
35;37701;5623;;;;;;
35;37800;54237;;;;;;
35;37909;28417;;;;;;
35;38006;172027;;;;;;
35;38105;14721;;;;;;
35;38204;15605;;;;;;
35;38303;3296;;;;;;
35;38501;12570;;;;;;
35;38600;26764;;;;;;
35;38709;438827;;;;;;
35;38808;30261;;;;;;
35;38907;22743;;;;;;
35;39004;11076;;;;;;
35;39103;18836;;;;;;
35;39202;26065;;;;;;
35;39301;75475;;;;;;
35;39400;15554;;;;;;
35;39509;34416;;;;;;
35;39608;4454;;;;;;
35;39707;3061;;;;;;
35;39806;106431;;;;;;
35;39905;5696;;;;;;
35;40002;20512;;;;;;
35;40101;3443;;;;;;
35;40200;38376;;;;;;
35;40259;4196;;;;;;
35;40309;2415;;;;;;
35;40408;4185;;;;;;
35;40507;10773;;;;;;
35;40606;58345;;;;;;
35;40705;53940;;;;;;
35;40754;20767;;;;;;
35;40804;18994;;;;;;
35;40853;2599;;;;;;
35;40903;17309;;;;;;
35;41000;365577;;;;;;
35;41059;5246;;;;;;
35;41109;3841;;;;;;
35;41208;14772;;;;;;
35;41307;40383;;;;;;
35;41406;234083;;;;;;
35;41505;35902;;;;;;
35;41604;35991;;;;;;
35;41653;3472;;;;;;
35;41703;13399;;;;;;
35;41802;3351;;;;;;
35;41901;9146;;;;;;
35;42008;7225;;;;;;
35;42107;9133;;;;;;
35;42206;29305;;;;;;
35;42305;4611;;;;;;
35;42404;20565;;;;;;
35;42503;7808;;;;;;
35;42602;61732;;;;;;
35;42701;6492;;;;;;
35;42800;3166;;;;;;
35;42909;11079;;;;;;
35;43006;18930;;;;;;
35;43105;4706;;;;;;
35;43204;4768;;;;;;
35;43238;2045;;;;;;
35;43253;7570;;;;;;
35;43303;118877;;;;;;
35;43402;728400;;;;;;
35;43501;5647;;;;;;
35;43600;4158;;;;;;
35;43709;9145;;;;;;
35;43808;9357;;;;;;
35;43907;208857;;;;;;
35;44004;32267;;;;;;
35;44103;45317;;;;;;
35;44202;10453;;;;;;
35;44251;17533;;;;;;
35;44301;11095;;;;;;
35;44400;2741;;;;;;
35;44509;3965;;;;;;
35;44608;5185;;;;;;
35;44707;2519;;;;;;
35;44806;6612;;;;;;
35;44905;11654;;;;;;
35;45001;15396;;;;;;
35;45100;4883;;;;;;
35;45159;8371;;;;;;
35;45209;140125;;;;;;
35;45308;45138;;;;;;
35;45407;9212;;;;;;
35;45506;3699;;;;;;
35;45605;14203;;;;;;
35;45704;6543;;;;;;
35;45803;189338;;;;;;
35;46009;14212;;;;;;
35;46108;2677;;;;;;
35;46207;4365;;;;;;
35;46256;2162;;;;;;
35;46306;29525;;;;;;
35;46405;47677;;;;;;
35;46504;6256;;;;;;
35;46603;36098;;;;;;
35;46702;24107;;;;;;
35;46801;54586;;;;;;
35;46900;7181;;;;;;
35;47007;5314;;;;;;
35;47106;3012;;;;;;
35;47205;1698;;;;;;
35;47304;162341;;;;;;
35;47403;2790;;;;;;
35;47502;25060;;;;;;
35;47601;23725;;;;;;
35;47650;1686;;;;;;
35;47700;18045;;;;;;
35;47809;778711;;;;;;
35;47908;6917;;;;;;
35;48005;23779;;;;;;
35;48054;8568;;;;;;
35;48104;6237;;;;;;
35;48203;7294;;;;;;
35;48302;3063;;;;;;
35;48401;3933;;;;;;
35;48500;429567;;;;;;
35;48609;11948;;;;;;
35;48708;840499;;;;;;
35;48807;172109;;;;;;
35;48906;265294;;;;;;
35;49003;2629;;;;;;
35;49102;95762;;;;;;
35;49201;2622;;;;;;
35;49250;1880;;;;;;
35;49300;2288;;;;;;
35;49409;49815;;;;;;
35;49508;7690;;;;;;
35;49607;3898;;;;;;
35;49706;53416;;;;;;
35;49805;501597;;;;;;
35;49904;724756;;;;;;
35;49953;16458;;;;;;
35;50001;10497;;;;;;
35;50100;38166;;;;;;
35;50209;32904;;;;;;
35;50308;11895578;;;;;;
35;50407;39725;;;;;;
35;50506;7333;;;;;;
35;50605;81342;;;;;;
35;50704;84019;;;;;;
35;50803;10484;;;;;;
35;50902;13590;;;;;;
35;51009;338407;;;;;;
35;51108;10632;;;;;;
35;51207;3769;;;;;;
35;51306;3187;;;;;;
35;51405;13058;;;;;;
35;51504;45408;;;;;;
35;51603;30920;;;;;;
35;51702;131600;;;;;;
35;51801;12912;;;;;;
35;51900;14724;;;;;;
35;52007;6313;;;;;;
35;52106;41405;;;;;;
35;52205;757459;;;;;;
35;52304;7466;;;;;;
35;52403;289787;;;;;;
35;52502;318765;;;;;;
35;52551;3464;;;;;;
35;52601;11499;;;;;;
35;52700;14994;;;;;;
35;52809;284274;;;;;;
35;52908;6399;;;;;;
35;53005;13006;;;;;;
35;53104;5751;;;;;;
35;53203;6733;;;;;;
35;53302;21682;;;;;;
35;53401;26021;;;;;;
35;53500;8122;;;;;;
35;53609;11936;;;;;;
35;53658;2652;;;;;;
35;53708;53322;;;;;;
35;53807;24863;;;;;;
35;53856;7112;;;;;;
35;53906;6635;;;;;;
35;53955;15248;;;;;;
35;54003;128560;;;;;;
35;54102;321298;;;;;;
35;54201;4142;;;;;;
35;54300;22559;;;;;;
35;54409;7985;;;;;;
35;54508;38690;;;;;;
35;54607;2490;;;;;;
35;54656;2063;;;;;;
35;54706;9484;;;;;;
35;54755;1719;;;;;;
35;54805;53083;;;;;;
35;54904;7013;;;;;;
35;54953;6947;;;;;;
35;55000;65416;;;;;;
35;55109;16206;;;;;;
35;55208;1839;;;;;;
35;55307;1672;;;;;;
35;55356;5456;;;;;;
35;55406;96598;;;;;;
35;55505;5265;;;;;;
35;55604;10627;;;;;;
35;55703;1628;;;;;;
35;55802;8973;;;;;;
35;55901;1419;;;;;;
35;56008;14038;;;;;;
35;56107;14531;;;;;;
35;56206;131277;;;;;;
35;56305;24723;;;;;;
35;56354;10805;;;;;;
35;56404;41226;;;;;;
35;56453;52103;;;;;;
35;56503;119576;;;;;;
35;56602;10294;;;;;;
35;56701;79235;;;;;;
35;56800;17681;;;;;;
35;56909;8327;;;;;;
35;56958;1826;;;;;;
35;57006;132849;;;;;;
35;57105;100159;;;;;;
35;57154;2761;;;;;;
35;57204;12411;;;;;;
35;57303;11566;;;;;;
41;00103;7271;;;;;;
41;00202;6327;;;;;;
41;00301;10646;;;;;;
41;00400;124788;;;;;;
41;00459;3543;;;;;;
41;00509;18750;;;;;;
41;00608;14138;;;;;;
41;00707;9802;;;;;;
41;00806;10478;;;;;;
41;00905;4736;;;;;;
41;01002;20199;;;;;;
41;01051;2965;;;;;;
41;01101;20044;;;;;;
41;01150;3332;;;;;;
41;01200;18223;;;;;;
41;01309;7071;;;;;;
41;01408;134306;;;;;;
41;01507;123863;;;;;;
41;01606;26310;;;;;;
41;01655;3573;;;;;;
41;01705;14824;;;;;;
41;01804;160038;;;;;;
41;01853;2351;;;;;;
41;01903;13643;;;;;;
41;02000;38105;;;;;;
41;02109;26145;;;;;;
41;02208;4045;;;;;;
41;02307;13871;;;;;;
41;02406;31807;;;;;;
41;02505;10692;;;;;;
41;02604;9900;;;;;;
41;02703;2866;;;;;;
41;02752;4100;;;;;;
41;02802;14998;;;;;;
41;02901;15689;;;;;;
41;03008;4622;;;;;;
41;03024;2448;;;;;;
41;03040;6244;;;;;;
41;03057;8034;;;;;;
41;03107;13804;;;;;;
41;03156;4061;;;;;;
41;03206;6677;;;;;;
41;03222;3234;;;;;;
41;03305;7824;;;;;;
41;03354;4802;;;;;;
41;03370;3828;;;;;;
41;03404;2655;;;;;;
41;03453;19844;;;;;;
41;03479;4561;;;;;;
41;03503;8921;;;;;;
41;03602;23430;;;;;;
41;03701;111009;;;;;;
41;03800;9899;;;;;;
41;03909;15979;;;;;;
41;03958;3973;;;;;;
41;04006;49971;;;;;;
41;04055;4032;;;;;;
41;04105;7666;;;;;;
41;04204;142695;;;;;;
41;04253;31555;;;;;;
41;04303;103340;;;;;;
41;04402;15255;;;;;;
41;04428;15174;;;;;;
41;04451;10799;;;;;;
41;04501;21022;;;;;;
41;04600;14796;;;;;;
41;04659;24159;;;;;;
